Claim Title	Claim	Verdict	Author	Domain
"Suntem printre cele mai avansate state din UE în privința cotei de energie produsă din surse regenerabile""."	„Avem capacități fluviale pentru producerea de energie electrică curată și suntem printre cele mai avansate state din Uniunea Europeană în privința cotei de energie produse din surse regenerabile”.	PARȚIAL ADEVĂRAT	Mirela Adomnicăi	Energie
[Cum se pare raportarea la Bursa Baumgarten a preţurilor de referinţă pentru redevenţe?] „La partea cu preţul de referinţă, vă rog să-l întrebaţi pe preşedintele Autorităţii care se ocupă de chestia asta, nu ministerul se ocupă de preţul de referinţă şi de redevenţe!” [Aţi zis că Tarniţa trebuie să se facă; aţi vorbit cumva cu cei de la Hidroelectrica despre situaţia celor cinci hidrocentrale de la Izbiceni? Au mers, n-au mers, de ce n-au mers?] „Da, am vorbit; deci cele cinci hidrocentrale mai aveau nevoie de încă una de făcut care să adupă apa şi cu ajutorul căreia să se poată realiza transferul ăsta. Aia, ultima, nu s-a făcut […] Sunt acţionar majoritar, da.  Nu eu stabilesc care sunt hidrocentralele care sunt în funcţiune şi nu sunt în funcţiune! În niciun caz!”	[Cum se pare raportarea la Bursa Baumgarten a preţurilor de referinţă pentru redevenţe?] „La partea cu preţul de referinţă, vă rog să-l întrebaţi pe preşedintele Autorităţii care se ocupă de chestia asta, nu ministerul se ocupă de preţul de referinţă şi de redevenţe!” [Aţi zis că Tarniţa trebuie să se facă; aţi vorbit cumva cu cei de la Hidroelectrica despre situaţia celor cinci hidrocentrale de la Izbiceni? Au mers, n-au mers, de ce n-au mers?] „Da, am vorbit; deci cele cinci hidrocentrale mai aveau nevoie de încă una de făcut care să adupă apa şi cu ajutorul căreia să se poată realiza transferul ăsta. Aia, ultima, nu s-a făcut […] Sunt acţionar majoritar, da.  Nu eu stabilesc care sunt hidrocentralele care sunt în funcţiune şi nu sunt în funcţiune! În niciun caz!”	PARȚIAL ADEVĂRAT	Anton Anton	Energie
„Așa am reușit să dăm, în ultimii ani, României stabilitate, să lucrăm împreună în folosul cetățenilor și să ajutăm economia să se dezvolte. Mulțumită acestei abordări, am reușit să păstrăm echilibrul bugetar, să atragem mai multe investiții străine și să creștem gradul de absorbție a fondurilor europene la peste 90%.”	„Primul lucru pe care îl putem face este să menținem cooperarea și stabilitatea politică. Ne aducem bine aminte că România nu a fost departe de o asemenea polarizare cu câțiva ani în urmă. Dar noi, cei din PNL, am reușit să ne așezăm la masa discuțiilor și să conlucrăm cu alte partide pentru bunăstarea românilor, indiferent de diferențele politice. Ne opunem populismului, pentru că este o premisă pentru o viitoare polarizare a societății noastre. De aceea, trebuie să luptăm activ împotriva războiului informațional pe care Rusia (sau alte regimuri autoritare) îl poartă prin răspândirea de dezinformări, în scopul destabilizării țărilor democratice. Modul meu de a face politică implică să lăsăm deoparte disputele și să colaborăm și cu alte formațiuni politice, atunci când situația o cere. Așa am reușit să dăm, în ultimii ani, României stabilitate, să lucrăm împreună în folosul cetățenilor și să ajutăm economia să se dezvolte. Mulțumită acestei abordări, am reușit să păstrăm echilibrul bugetar, să atragem mai multe investiții străine și să creștem gradul de absorbție a fondurilor europene la peste 90%.”	FALS	Nicolae Ciucă	Economie
Sunt prea subiectiv să mă întrebaţi pe mine. Nu mă întrebaţi ce ar trebui să facă alţii. Puteţi să mă întrebaţi ce am făcut eu. Când eu am fost acuzat de ceva, m-am retras din funcţie, judecătorii m-au achitat, pot să fac din nou.	Sunt prea subiectiv să mă întrebaţi pe mine. Nu mă întrebaţi ce ar trebui să facă alţii. Puteţi să mă întrebaţi ce am făcut eu. Când eu am fost acuzat de ceva, m-am retras din funcţie, judecătorii m-au achitat, pot să fac din nou.	PARȚIAL FALS	Victor Ponta	Politica
L-am auzit (nr. Călin Popescu Tăriceanu), spunea că România trebuie să devină a şaptea putere economică a Europei. Am auzit lucrul acesta şi acum patru ani, cred că l-am auzit şi acum opt ani, nu mai sunt sigur, şi noi tot pe poziţia 27 suntem.	L-am auzit (nr. Călin Popescu Tăriceanu), spunea că România trebuie să devină a şaptea putere economică a Europei. Am auzit lucrul acesta şi acum patru ani, cred că l-am auzit şi acum opt ani, nu mai sunt sigur, şi noi tot pe poziţia 27 suntem.	FALS	Nicușor Dan	Economie
Codul fiscal actual, structura lui de bază, a fost construit de Partidul Social Democrat.	Codul fiscal actual, structura lui de bază, a fost construit de Partidul Social Democrat.	ADEVĂRAT	Victor Negrescu	Finante
Să vă dau o veste proastă. S-au adus 300 de amendamente la o lege proastă, făcută pe picior. Dacă eu, care sunt jurist, îmi este greu să înţeleg o lege făcută pe repede înainte şi cu 300 de amendamente. Să îi ceri unui om obişnuit să respecte nişte reguli pe care nu le înţelegem nici noi. Nu le înţelege nici poliţistul şi nici omul obişnuit. Iese un haos general.	Să vă dau o veste proastă. S-au adus 300 de amendamente la o lege proastă, făcută pe picior. Dacă eu, care sunt jurist, îmi este greu să înţeleg o lege făcută pe repede înainte şi cu 300 de amendamente. Să îi ceri unui om obişnuit să respecte nişte reguli pe care nu le înţelegem nici noi. Nu le înţelege nici poliţistul şi nici omul obişnuit. Iese un haos general.	ADEVĂRAT	Victor Ponta	Politica
„Au administrat anul trecut zece miliarde de euro, banii aceştia din contribuţii ai românilor în ultimii doi ani, conform datelor lor, au avut un randament al acestor bani de 2,14%, putem să spunem 2,2 în condiţiile în care anul trecut inflaţia a fost de 3,2.”	„Au administrat anul trecut zece miliarde de euro, banii aceştia din contribuţii ai românilor în ultimii doi ani, conform datelor lor, au avut un randament al acestor bani de 2,14%, putem să spunem 2,2 în condiţiile în care anul trecut inflaţia a fost de 3,2.”	PARȚIAL FALS	Darius Vâlcov	Economie
Această majoritate anti-românească a mai respins în Senat o inițiativă legislativă, care ar fi facilitat sutelor de mii care aparțin filonului cultural și etnic românesc, dar locuiesc în state non-UE, să poată lucra în țară fără să dețină cetățenia română.	Această majoritate anti-românească a mai respins în Senat o inițiativă legislativă, care ar fi facilitat sutelor de mii care aparțin filonului cultural și etnic românesc, dar locuiesc în state non-UE, să poată lucra în țară fără să dețină cetățenia română.	TRUNCHIAT	Claudiu-Richard Târziu	Politica
Să nu uităm că în România, conform Constituției și celorlalte legi, singurul decident spre alegeri anticipate este președintele României (...) deci, dacă discutăm acest scenariu, discutați cu domnul Președinte fiindcă el este singurul care poate să ducă România în acest scenariu.	Să nu uităm că în România, conform Constituției și celorlalte legi, singurul decident spre alegeri anticipate este președintele României (…) deci, dacă discutăm acest scenariu, discutați cu domnul Președinte fiindcă el este singurul care poate să ducă România în acest scenariu.	FALS	Mihai Tudose	Politica
"„Dacă ne uităm la bugetul Capitalei, vedem cel mai mare buget pe care l-a avut Bucureştiul vreodată, 1,7 miliarde (euro - n.r.), aproape cu un miliard mai mult decât bugetul anterior."""	"„Dacă ne uităm la bugetul Capitalei, vedem cel mai mare buget pe care l-a avut Bucureştiul vreodată, 1,7 miliarde (euro - n.r.), aproape cu un miliard mai mult decât bugetul anterior."""	TRUNCHIAT	Dan Barna	Finante
"Avem cea mai spectaculoasă revenire economică din UE!"""	„Avem cea mai spectaculoasă revenire economică din UE! În ciuda criticilor și a manipulărilor pesediste, economia României performează peste așteptări”.	FALS	Eugen Pîrvulescu	Economie
Menţionez că s-a ştiut de faptul că la aproximativ 3% dintre bugetari vor scădea salariile încă din luna mai. Eu, cel puţin, am anunţat acest lucru în mai multe interviuri, dar şi in cadrul comisiilor parlamentare unde s-a dezbătut legea salarizării.	Menţionez că s-a ştiut de faptul că la aproximativ 3% dintre bugetari vor scădea salariile încă din luna mai. Eu, cel puţin, am anunţat acest lucru în mai multe interviuri, dar şi in cadrul comisiilor parlamentare unde s-a dezbătut legea salarizării.	FALS	Lia Olguța Vasilescu	Politica
"Am auzit că Viorica Dancilă a avut o discuție cu Juncker și cu Timmermans, în care i-a intrebat: „Spuneți-mi, în Luxemburg avem abuz în serviciu?"" „Nu."" „În Olanda, domnul Timmermans, avem abuz în serviciu?” „Nu avem!"" „În Germania?"" „Nu!” „A, ok!”"	"Am auzit că Viorica Dancilă a avut o discuție cu Juncker și cu Timmermans, în care i-a intrebat: „Spuneți-mi, în Luxemburg avem abuz în serviciu?"" „Nu."" „În Olanda, domnul Timmermans, avem abuz în serviciu?” „Nu avem!"" „În Germania?"" „Nu!” „A, ok!”"	FALS	Călin Popescu Tăriceanu	Justitie
În Constituția noastră nu se spune de MCV. MCV-ul este un regulator inventat de doamna Macovei, care n-are legătură nici cu Tratatul, nici cu Constituția noastră (...)	În Constituția noastră nu se spune de MCV. MCV-ul este un regulator inventat de doamna Macovei, care n-are legătură nici cu Tratatul, nici cu Constituția noastră (...)	FALS	Maria Grapini	Justitie
Suntem singurul stat european care a publicat tot, inclusiv anexele.	Suntem singurul stat european care a publicat tot, inclusiv anexele.	FALS	Cristian Ghinea	Economie
[...] de ce nu vă duceți în Statele Unite, unde procurorul general a fost demis pe loc, sau în Germania? La noi tragem proceduri, spunem că nu există nimic.	[...] de ce nu vă duceți în Statele Unite, unde procurorul general a fost demis pe loc, sau în Germania? La noi tragem proceduri, spunem că nu există nimic.	FALS	Tudorel Toader	Politica
Faceţi dumneavoastră socoteala: dacă au fost 32 de miniştri în 33 de ani, în condiţiile în care doi au dus patru ani de mandat, adică opt, mai rămân 30 de miniştri pe 25 de ani. Deci durata medie de viaţă a unui ministru al Culturii în România şi nu numai, la Transporturi la fel, la Sănătate este la fel, este o rotaţie care, din păcate, împiedică continuitatea.	Faceţi dumneavoastră socoteala: dacă au fost 32 de miniştri în 33 de ani, în condiţiile în care doi au dus patru ani de mandat, adică opt, mai rămân 30 de miniştri pe 25 de ani. Deci durata medie de viaţă a unui ministru al Culturii în România şi nu numai, la Transporturi la fel, la Sănătate este la fel, este o rotaţie care, din păcate, împiedică continuitatea.	PARȚIAL ADEVĂRAT	Lucian Romascanu	Politica
Pe de o parte raportăm cu valori mari, prejudicii mari, dar când se duce procesul acela la capăt și dacă l-ai căutat la capătul dosarului, vom vedea că la unele confiscarea e doar pe hârtie și nu-i una efectivă. Presupunem că indisponibilizarea e efectivă, se termină procesul, i-ai confiscat suma de bani sau imobilul echivalent… problema, după părerea mea, e de lege aici (...) banii ăia și românii nu știu treaba asta, banii ăia care se confiscă (...) unde se duc banii ăia? Românul crede că banii ăia se întorc la bugetul statului. Banii ăia se duc 20% la Ministerul Educației, 20% la Ministerul de Interne, 15% la Justiție, 15% la ANABI, agenția aceea care... plus încă 20%, să facem educație juridică, prevenție și așa mai departe (...) După părerea mea, banii aceia trebuie să se întoarcă de unde au fost luați, adică de la bugetul statului.	Pe de o parte raportăm cu valori mari, prejudicii mari, dar când se duce procesul acela la capăt și dacă l-ai căutat la capătul dosarului, vom vedea că la unele confiscarea e doar pe hârtie și nu-i una efectivă. Presupunem că indisponibilizarea e efectivă, se termină procesul, i-ai confiscat suma de bani sau imobilul echivalent… problema, după părerea mea, e de lege aici (...) banii ăia și românii nu știu treaba asta, banii ăia care se confiscă (...) unde se duc banii ăia? Românul crede că banii ăia se întorc la bugetul statului. Banii ăia se duc 20% la Ministerul Educației, 20% la Ministerul de Interne, 15% la Justiție, 15% la ANABI, agenția aceea care... plus încă 20%, să facem educație juridică, prevenție și așa mai departe (...) După părerea mea, banii aceia trebuie să se întoarcă de unde au fost luați, adică de la bugetul statului.	FALS	Tudorel Toader	Justitie
Din punctul meu de vedere, poate să fie fără acest aviz, pentru că nu scrie nicăieri în lege, dar s-a mers pe o cutumă (…) Anul viitor sper să nu mai avem nevoie de un astfel de aviz.	Din punctul meu de vedere, poate să fie fără acest aviz, pentru că nu scrie nicăieri în lege, dar s-a mers pe o cutumă (…) Anul viitor sper să nu mai avem nevoie de un astfel de aviz.	FALS	Eugen Teodorovici	Politica
În UE media inflației este de 1,7%, deci noi suntem sub medie ca inflație.	„Eu nu mai sunt copil să cred în coincidențe. Dar să arătăm câteva cifre. Să vorbim despre inflație. Inflație calculată pe baza Indicelui Prețurilor de Consum în România. A ajuns la 5%. În Uniunea Europeană se calculează după Indicele Armonizat al Prețurilor de Consum care ne plasează pe noi la o inflație medie de 1,6%. Și haideți să ne comparăm cu Uniunea Europeană. În UE media inflației este de 1,7%, deci noi suntem sub medie ca inflație. Luăm câteva exemple: în Belgia inflația este de 2%, mai mare decât la noi, în Cehia, mai mare decât la noi de 2,3%, în Estonia 3,7%, în Austria 2,2%, la noi 1,6%. Deci avem o inflație sub media din UE.”	FALS	Liviu Dragnea	Economie
Legea penală prevede pedepse accesorii. Or, în cazul Dragnea, instanţa nu a stabilit nicio sancţiune în materie de drepturi electorale (lui Dragnea nu i s-a interzis dreptul de a alege şi de a fi ales –n.r.). Deci Liviu Dragnea mai poate fi premier sau membru al Guvernului.	Legea penală prevede pedepse accesorii. Or, în cazul Dragnea, instanţa nu a stabilit nicio sancţiune în materie de drepturi electorale (lui Dragnea nu i s-a interzis dreptul de a alege şi de a fi ales –n.r.). Deci Liviu Dragnea mai poate fi premier sau membru al Guvernului.	FALS	Șerban Nicolae	Politica
Sectorul 1 oricum are cel mai mare buget din București, chiar dacă are cea mai mică populație.	Sectorul 1 oricum are cel mai mare buget din București, chiar dacă are cea mai mică populație.	TRUNCHIAT	Robert Negoiţă	Finante
Potrivit legii, un serviciu de informaţii, atunci când intra în posesia unor informaţii de corupţie este obligat să ne sesizeze. Aştept în continuare să primim informaţii de la SIE pentru că aşa scrie la lege. Aştept să respecte legea.	Potrivit legii, un serviciu de informaţii, atunci când intra în posesia unor informaţii de corupţie este obligat să ne sesizeze. Aştept în continuare să primim informaţii de la SIE pentru că aşa scrie la lege. Aştept să respecte legea.	ADEVĂRAT	Laura Codruța Kovesi	Justitie
„Croația a avut în ultimii 2 ani surplus bugetar de aproape un procent. România a avut în fiecare din ultimii 3 ani deficit bugetar aproape de limita de 3%.”	„Croația a avut în ultimii 2 ani surplus bugetar de aproape un procent. România a avut în fiecare din ultimii 3 ani deficit bugetar aproape de limita de 3%.”	PARȚIAL ADEVĂRAT	Siegfried Mureșan	Economie
Domnule Orban, sunteți (…) de 30 de ani în politică la nivelul acesta. Nu mai există în Parlamentul României niciun om politic cu vechimea dumneavoastră.	Domnule Orban, sunteți (…) de 30 de ani în politică la nivelul acesta. Nu mai există în Parlamentul României niciun om politic cu vechimea dumneavoastră.	FALS	Marcel Ciolacu	Politica
„(...) bugetul pesedist prevede o reducere semnificativă a cheltuielilor pentru investiţii din bugetele locale. Se prevede o sumă de 1,2%. Este cea mai scăzută valoare a ponderii în PIB din ultimii zece ani. (...) investiţiile anunţate pentru 2019 sunt cu un miliard mai mici faţă de cele din 2018.”	„(...) bugetul pesedist prevede o reducere semnificativă a cheltuielilor pentru investiţii din bugetele locale. Se prevede o sumă de 1,2%. Este cea mai scăzută valoare a ponderii în PIB din ultimii zece ani. (...) investiţiile anunţate pentru 2019 sunt cu un miliard mai mici faţă de cele din 2018.”	PARȚIAL ADEVĂRAT	Klaus Iohannis	Finante
„Prognozele arată că multe state membre vor reuși să atingă, până la sfârșitul acestui an, nivelul PIB-ului de dinaintea pandemiei. Pentru România, 2021 oferă semnale dintre cele mai încurajatoare, țara noastră aflându-se, alături de Franța, în topul creșterii economice estimate în Uniunea Europeană”.	„Prognozele arată că multe state membre vor reuși să atingă, până la sfârșitul acestui an, nivelul PIB-ului de dinaintea pandemiei. Pentru România, 2021 oferă semnale dintre cele mai încurajatoare, țara noastră aflându-se, alături de Franța, în topul creșterii economice estimate în Uniunea Europeană”.	ADEVĂRAT	Klaus Iohannis	Economie
"[Președintele Iohannis] a acumulat peste 20 de ani de vechime la catedră în toată această perioadă în care n-a mai predat o zi""."	"[Președintele Iohannis] a acumulat peste 20 de ani de vechime la catedră în toată această perioadă în care n-a mai predat o zi""."	ADEVĂRAT	Oana Țoiu	Politica
România are cel mai bun mix de energie și nu are o dependență de gazul rusesc	„Toată ziua vorbim de relocări de companii în urma războiului din Ucraina, Rusia, din alte zone ale Europei, pentru că România are cel mai bun mix de energie și nu are o dependență de gazul rusesc.”	PARȚIAL ADEVĂRAT	Marcel Ciolacu	Energie
PSD, ALDE, Pro România au majoritate (în Parlament - n.r). Matematic, ei pot guverna dacă vor, pot forma majoritate.	PSD, ALDE, Pro România au majoritate (în Parlament - n.r). Matematic, ei pot guverna dacă vor, pot forma majoritate.	PARȚIAL ADEVĂRAT	Kelemen Hunor	Politica
AUR a pierdut până acum 7 deputați din 34 inițial.	AUR a pierdut până acum 7 deputați din 34 inițial.	PARȚIAL ADEVĂRAT	Radu Molnar	Politica
Cât despre facturile la energie: ei au decis asta(liberalizarea). Ei=USR.	Cât despre facturile la energie: ei au decis asta(liberalizarea). Ei=USR.	FALS	George Simion	Energie
Au fost 140 de ordonanțe de urgență în 2010 și 130 și ceva în 2011. Noi avem 50, deocamdată	Doar ca să ştiţi când mai auziţi tot felul de lucruri neserioase pe la televizor sau probabil veţi auzi şi azi în parlament, apropo de ordonanţe de urgenţă: 2010 – au fost 140, 2011 – 130 şi ceva. Noi avem 50, deocamdată. Cei care au dat 140 şi 130 azi ne vor critica că am dat doar 50. Eu, însă, vă rog pe toţi să avei grijă, tot ce se poate şi nu e absolut urgent, să trecem prin parlament, să păstraţi acest lucru	PARȚIAL FALS	Victor Ponta	Politica
În primele 9 luni, cheltuielile pentru investiţii, care includ cheltuielile de capital, precum şi pe cele aferente programelor de dezvoltare finanţate din surse interne şi externe, au fost de 12,1 miliarde de lei, respectiv 1,4% din PIB. Asta înseamnă că sunt cu 60% mai mici decât cheltuielile cu investiţiile în primele 9 luni ale lui 2016.	În primele 9 luni, cheltuielile pentru investiţii, care includ cheltuielile de capital, precum şi pe cele aferente programelor de dezvoltare finanţate din surse interne şi externe, au fost de 12,1 miliarde de lei, respectiv 1,4% din PIB. Asta înseamnă că sunt cu 60% mai mici decât cheltuielile cu investiţiile în primele 9 luni ale lui 2016.	PARȚIAL FALS	Florin Cîțu	Economie
"„În acest moment, din datele pe care le avem de la Comisie (...) pe cerererea de plată 1, doar 11 ţări au primit aprobare, iar pe cererea de plată numărul 2 - cinci ţări. Ca atare, în acest moment putem să declarăm că suntem în limitele de timp, în acord cu cele aprobate la nivelul Comisiei Europene""."	„În acest moment, din datele pe care le avem de la Comisie pe cerererea de plata 1 doar 11 ţări au primit aprobare, iar pe cererea de plată numărul 2 – cinci ţări. Ca atare, în acest moment putem să declarăm că suntem în limitele de timp în acord cu cele aprobate la nivelul Comisiei Europene şi am toată încrederea că vom reuşi să obţinem aprobarea pentru cererea de plată numărul 2″.	TRUNCHIAT	Nicolae Ciucă	Finante
Ministerul Justiţiei trebuie să iniţieze proiectul de lege pentru modificarea legilor justiţiei în cursul lunii iunie 2017.	Pachetul de legi privind justiţia este finalizat. Cel mai probabil, săptămâna aceasta, voi prezenta în liniile directoare modificările substanţiale, îl voi transmite la Guvern, Guvernul, probabil, sper eu, şi-l va însuşi şi îl vom transmite la Parlament. Potrivit programului de guvernare, Ministerul Justiţiei trebuie să iniţieze proiectul de lege pentru modificarea legilor justiţiei în cursul lunii iunie 2017.	FALS	Tudorel Toader	Justitie
„De asemenea, Curtea Constituțională a zis în decizia respectivă că este evidentă utilitatea acestei secții [n.r. pentru investigarea infracțiunilor din justiție]”	„De asemenea, Curtea Constituțională a zis în decizia respectivă că este evidentă utilitatea acestei secții [n.r. pentru investigarea infracțiunilor din justiție]”	PARȚIAL FALS	Liviu Dragnea	Justitie
„37.000 de morți din 40.000.000 de bolnavi de gripă obișnuită (câți au fost în SUA în 2019) înseamnă 0,09% mortalitate. 22 de morți din 546 infectați cu coronavirus înseamnă 4,02% mortalitate. Dacă s-ar îmbolnăvi de coronavirus câți s-au îmbolnăvit de gripă obișnuită (40.000.000), atunci 4,02% ar însemna 1.608.000 de morți. ”	„37.000 de morți din 40.000.000 de bolnavi de gripă obișnuită (câți au fost în SUA în 2019) înseamnă 0,09% mortalitate. 22 de morți din 546 infectați cu coronavirus înseamnă 4,02% mortalitate. Dacă s-ar îmbolnăvi de coronavirus câți s-au îmbolnăvit de gripă obișnuită (40.000.000), atunci 4,02% ar însemna 1.608.000 de morți. ”	PARȚIAL ADEVĂRAT	Liviu Plesoianu	Externe
„După ani de guvernare social-democrată, ţara noastră, din păcate, este încă prima la sărăcie şi ultima la ocrotirea persoanelor vulnerabile dintre toate statele Uniunii Europene.“	„După ani de guvernare social-democrată, ţara noastră, din păcate, este încă prima la sărăcie şi ultima la ocrotirea persoanelor vulnerabile dintre toate statele Uniunii Europene.“	PARȚIAL ADEVĂRAT	Klaus Iohannis	Economie
Nu există nici o prevedere din Codul Penal care să-i servească preşedintelui Liviu Dragnea	„nu există nici o prevedere din Codul Penal care să-i servească preşedintelui Liviu Dragnea (…) i-am rugat pe toţi cei care contestă în mediul public să ia tot ce este public din dosarul domnului preşedinte Liviu Dragnea, să ne spună care este acel articol din Codul Penal care-i creează un avantaj domnului preşedinte Liviu Dragnea”.	FALS	Liviu Pop	Justitie
Avem programul de şomaj tehnic care este un program generos – Polonia, de exemplu, oferă doar 40% din salariu, noi mergem până la 75%.	Avem programul de şomaj tehnic care este un program generos – Polonia, de exemplu, oferă doar 40% din salariu, noi mergem până la 75%.	TRUNCHIAT	Florin Cîțu	Economie
Toţi ştim că sunt milioane de români în afara ţării şi care au drept de vot, dar acest cvorum, ideea de cvorum - că este 30%, 50% - se dovedeşte încă o dată că diminuează sau inhibă prezenţa la vot dintr-un motiv foarte simplu: cei care sunt împotriva întrebării, indiferent care ar fi aceea, au la îndemână un mijloc care este pedepsit de lege, dar nimeni nu îl aplică, şi anume boicotul referendumului respectiv.	Toţi ştim că sunt milioane de români în afara ţării şi care au drept de vot, dar acest cvorum, ideea de cvorum – că este 30%, 50% – se dovedeşte încă o dată că diminuează sau inhibă prezenţa la vot dintr-un motiv foarte simplu: cei care sunt împotriva întrebării, indiferent care ar fi aceea, au la îndemână un mijloc care este pedepsit de lege, dar nimeni nu îl aplică, şi anume boicotul referendumului respectiv.	FALS	Liviu Dragnea	Politica
În 29 de ani, doar în perioade de criza bugetul a fost intarziat. In toti anii cand economia mergea bine, bugetul era a aprobat cel mai tarziu la sfarsitul lunii decembrie. [...] Nenorocirea acestei tari este ca oamenii astia au marit serviciul datoriei publice, in DOAR 2 ani, astfel: in 2018 cu 2 miliarde euro, in 2019 cu 3.5 miliarde euro.	În 29 de ani, doar în perioade de criza bugetul a fost intarziat. In toti anii cand economia mergea bine, bugetul era a aprobat cel mai tarziu la sfarsitul lunii decembrie. […] Nenorocirea acestei tari este ca oamenii astia au marit serviciul datoriei publice, in DOAR 2 ani, astfel: in 2018 cu 2 miliarde euro, in 2019 cu 3.5 miliarde euro. Aceste sume in plus reprezinta cat au furat PSD-stii +ALDE, salariile pensiile speciale si sinecurile.	PARȚIAL FALS	Florin Cîțu	Politica
[...] dacă ne aducem aminte, atunci când am chemat oamenii la vot, la referendumul pentru suspendarea președintelui Băsescu, chiar dacă am făcut-o sub tutela USL-ului și erau foarte mulți implicați, singurul care a fost condamnat pentru că a chemat oamenii la vot a fost Liviu Dragnea.	[...] dacă ne aducem aminte, atunci când am chemat oamenii la vot, la referendumul pentru suspendarea președintelui Băsescu, chiar dacă am făcut-o sub tutela USL-ului și erau foarte mulți implicați, singurul care a fost condamnat pentru că a chemat oamenii la vot a fost Liviu Dragnea.	FALS	Liviu Pop	Justitie
„În timp ce noi ne chinuim să avem o preşedinţie de succes şi avem cea mai de succes preşedinţie pe care a deţinut-o un stat membru, 90 de dosare legislative închise, 1.300 de evenimente de a promova România şi a-i promova pe români, ei ce fac?”	„În timp ce noi ne chinuim să avem o preşedinţie de succes şi avem cea mai de succes preşedinţie pe care a deţinut-o un stat membru, 90 de dosare legislative închise, 1.300 de evenimente de a promova România şi a-i promova pe români, ei ce fac?”	FALS	Viorica Dăncilă	Externe
„Salariul mediu net pentru angajații din administrația publică, apărare și asigurări sociale a fost întotdeauna mai mare decât salariul mediu net din sectorul privat.”	„Salariul mediu net pentru angajații din administrația publică, apărare și asigurări sociale a fost întotdeauna mai mare decât salariul mediu net din sectorul privat.”	ADEVĂRAT	Florin Cîțu	Economie
„România are, din nefericire, a zecea cea mai ridicată rată a mortalității persoanelor infectate din UE, iar Iohannis și PNL consideră că și-au făcut datoria!”.	„România are, din nefericire, a zecea cea mai ridicată rată a mortalității persoanelor infectate din UE, iar Iohannis și PNL consideră că și-au făcut datoria!”.	ADEVĂRAT	Marius Budăi	Externe
De zeci de ani se fac lucrări la blocurile din București, dar singurele schele care cad aparțin Companiei Municipale Consolidări, una din multele companii înființate ilegal de Gabriela Firea.	De zeci de ani se fac lucrări la blocurile din București, dar singurele schele care cad aparțin Companiei Municipale Consolidări, una din multele companii înființate ilegal de Gabriela Firea.	FALS	Roxana Wring	Politica
Știați că primarul are direct prin lege funcția de agent constatator? Nu glumesc, este vorba de legea contravențiilor.	Știați că primarul are direct prin lege funcția de agent constatator? Nu glumesc, este vorba de legea contravențiilor.	ADEVĂRAT	Ciprian Ciucu	Justitie
"„Anul trecut, nu o spun doar eu, a fost cel mai bun an din punct de vedere economic din istoria României, cea mai rapidă revenire în criza globală""."	"„Anul trecut, nu o spun doar eu, a fost cel mai bun an din punct de vedere economic din istoria României, cea mai rapidă revenire în criza globală""."	TRUNCHIAT	Florin Cîțu	Economie
"„Poate să se supere oricine pe mine, eu consider că România nu ar fi trebuit să intre în procedura de deficit excesiv, pentru că la data în care s-a declanșat această procedură, clauza din pactul fiscal era suspendată în Europa""."	„Poate să se supere oricine pe mine, eu consider că România nu ar fi trebuit să intre în procedura de deficit excesiv, pentru că la data în care s-a declanșat această procedură, clauza din pactul fiscal era suspendată în Europa”.	FALS	Adrian Câciu	Finante
"Sunt două modele de legislaţie la momentul acesta, în care noi vorbim: sunt state care au abordări foarte drastice privind combaterea consumului şi traficului de droguri, Suedia, de exemplu, este o ţară cu cea mai restrictivă politică, pe partea cealaltă, avem Olanda şi Portugalia care sunt state cu o politică mult mai lejeră. (…) Niciunul dintre modelele acestea, niciuna dintre abordări, că este cea super restrictivă sau cea super lejeră nu a dat rezultatele excepţionale pe care le imagina statul respectiv""."	"Sunt două modele de legislaţie la momentul acesta, în care noi vorbim: sunt state care au abordări foarte drastice privind combaterea consumului şi traficului de droguri, Suedia, de exemplu, este o ţară cu cea mai restrictivă politică, pe partea cealaltă, avem Olanda şi Portugalia care sunt state cu o politică mult mai lejeră. (…) Niciunul dintre modelele acestea, niciuna dintre abordări, că este cea super restrictivă sau cea super lejeră nu a dat rezultatele excepţionale pe care le imagina statul respectiv""."	TRUNCHIAT	Alina Gorghiu	Justitie
(...) legea 145/2023, prin care apare riscul de a ne fi luați copiii!	Acum suntem în comisiile parlamentare ale Camerei Deputaților pentru a bloca legea 145/2023, prin care apare riscul de a ne fi luați copiii!.	FALS	Rodica Boancă	Politica
E o acţiune in rem în care tot ce se spune acolo este vorba despre primăria municipiului Slatina. Eu în acea perioadă am fost preşedintele Consiliului Judeţean. Absolut nicio acţiune de acolo nu are legătură cu Consiliul Judeţean.	Nu e problema mea. Eu v-am spus punctul meu de vedere. În dosarul ăla puteaţi fi chemat şi dumneavoastră. E o acţiune in rem în care tot ce se spune acolo este vorba despre primăria municipiului Slatina. Eu în acea perioadă am fost preşedintele Consiliului Judeţean. Absolut nicio acţiune de acolo nu are legătură cu Consiliul Judeţean.	ADEVĂRAT	Paul Stănescu	Justitie
